age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,was_contacted_before,xac_suat_dong_y
51,management,married,tertiary,no,2635,no,no,cellular,1,sep,1,98,2,failure,1,0.2975
41,blue-collar,divorced,primary,no,0,no,no,cellular,30,jul,2,-1,0,unknown,1,0.2975
34,management,single,tertiary,no,268,no,no,cellular,7,sep,1,-1,0,unknown,1,0.2975
40,management,married,tertiary,no,1855,no,no,telephone,8,feb,6,-1,0,unknown,1,0.2975
36,management,married,tertiary,no,2178,yes,no,cellular,14,may,3,-1,0,unknown,1,0.2975
61,admin.,married,secondary,no,1541,no,no,cellular,20,oct,1,104,3,failure,1,0.2975
33,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,1,161,1,failure,1,0.2975
66,retired,married,primary,no,388,no,no,cellular,17,sep,2,-1,0,unknown,1,0.2975
26,management,single,tertiary,no,200,no,no,cellular,1,sep,2,-1,0,unknown,1,0.295
45,entrepreneur,single,primary,no,0,no,no,cellular,7,apr,1,-1,0,unknown,1,0.295
71,retired,married,secondary,no,1696,no,no,cellular,6,oct,1,-1,0,unknown,1,0.295
59,retired,married,secondary,no,2516,yes,yes,unknown,14,may,1,-1,0,unknown,1,0.295
54,housemaid,married,secondary,yes,0,no,no,cellular,30,apr,3,-1,0,unknown,1,0.295
29,self-employed,married,tertiary,no,2305,no,no,cellular,27,may,2,-1,0,unknown,1,0.295
28,admin.,married,secondary,no,0,yes,no,cellular,7,may,1,-1,0,unknown,1,0.295
27,admin.,single,secondary,no,827,yes,no,cellular,4,jun,1,107,1,failure,1,0.295
47,management,married,tertiary,no,0,yes,no,cellular,4,mar,2,181,3,failure,1,0.295
39,technician,single,secondary,no,1435,no,no,cellular,17,jun,1,296,19,other,1,0.295
36,technician,married,tertiary,no,1731,yes,no,cellular,3,jun,3,-1,0,unknown,1,0.29470201559389514
31,management,married,tertiary,no,4015,yes,no,cellular,2,feb,2,241,3,other,1,0.2925
18,student,single,unknown,no,35,no,no,telephone,21,aug,2,-1,0,unknown,1,0.2925
81,retired,divorced,primary,no,0,no,no,telephone,15,oct,1,-1,0,unknown,1,0.2925
37,services,married,secondary,no,2915,no,no,cellular,26,may,2,-1,0,unknown,1,0.2925
48,admin.,married,secondary,no,156,no,no,cellular,4,aug,1,-1,0,unknown,1,0.2925
29,management,married,tertiary,no,205,no,no,cellular,4,jun,1,-1,0,unknown,1,0.2925
64,retired,married,tertiary,no,846,no,no,cellular,11,feb,1,181,3,failure,1,0.2925
34,unemployed,single,unknown,no,517,no,no,cellular,6,sep,3,-1,0,unknown,1,0.2925
66,retired,married,tertiary,no,1948,no,no,cellular,29,oct,2,269,2,failure,1,0.2925
37,management,married,tertiary,no,2987,yes,no,telephone,16,nov,8,96,1,success,1,0.2925
40,services,married,secondary,no,293,no,no,telephone,4,feb,2,-1,0,unknown,1,0.2925
27,management,married,tertiary,no,802,no,no,cellular,22,sep,1,-1,0,unknown,1,0.29
28,technician,married,secondary,no,742,no,no,cellular,26,may,1,-1,0,unknown,1,0.29
31,management,single,tertiary,no,816,yes,no,cellular,26,may,1,40,1,failure,1,0.29
57,management,married,tertiary,no,1318,no,no,cellular,16,oct,1,185,2,failure,1,0.29
41,unemployed,married,tertiary,no,0,no,no,cellular,30,oct,3,-1,0,unknown,1,0.29
28,services,single,tertiary,no,128,no,no,cellular,27,may,1,414,1,failure,1,0.29
37,unemployed,married,tertiary,no,7620,no,no,telephone,31,aug,3,98,3,failure,1,0.29
61,technician,married,tertiary,no,0,no,no,cellular,3,apr,1,-1,0,unknown,1,0.29
31,technician,single,secondary,no,253,no,no,cellular,13,jan,1,-1,0,unknown,1,0.29
26,admin.,single,secondary,no,125,no,no,cellular,6,oct,1,63,7,failure,1,0.29
57,admin.,married,unknown,no,2038,no,no,cellular,9,aug,1,182,2,failure,1,0.29
54,unemployed,divorced,secondary,no,1664,no,no,cellular,2,jun,3,-1,0,unknown,1,0.28970201559389513
23,management,single,tertiary,no,906,no,no,cellular,30,jul,3,-1,0,unknown,1,0.2875
32,technician,single,tertiary,no,13711,yes,no,cellular,14,may,1,175,3,success,1,0.2875
33,management,single,tertiary,no,259,no,no,cellular,8,apr,6,-1,0,unknown,1,0.2875
37,management,married,tertiary,no,900,yes,no,cellular,25,may,1,18,3,failure,1,0.2875
34,technician,single,tertiary,no,612,no,no,cellular,28,aug,1,95,1,failure,1,0.2875
31,management,single,tertiary,no,6413,no,no,cellular,13,aug,2,-1,0,unknown,1,0.2875
29,management,single,tertiary,no,1351,no,no,cellular,11,mar,1,91,1,failure,1,0.2875
26,technician,single,tertiary,no,4130,no,no,cellular,28,jan,2,-1,0,unknown,1,0.2875
63,management,married,unknown,no,2352,no,no,telephone,4,may,7,-1,0,unknown,1,0.2875
37,technician,married,tertiary,no,88,no,no,cellular,6,may,1,90,3,other,1,0.2875
31,technician,single,tertiary,no,985,yes,no,cellular,17,apr,1,57,2,failure,1,0.2875
55,retired,married,tertiary,no,357,yes,no,cellular,30,apr,1,-1,0,unknown,1,0.2875
33,management,married,tertiary,no,7154,no,no,cellular,2,aug,4,129,4,other,1,0.2875
22,student,single,secondary,no,10971,no,no,cellular,28,jun,2,-1,0,unknown,1,0.2875
40,services,married,secondary,no,471,yes,no,cellular,24,jul,4,-1,0,unknown,1,0.285
33,self-employed,single,tertiary,no,658,yes,no,cellular,12,oct,2,183,3,failure,1,0.285
38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,3,90,1,success,1,0.285
33,technician,single,tertiary,no,109,yes,yes,cellular,25,may,2,10,7,failure,1,0.285
29,unemployed,single,unknown,no,1584,no,no,cellular,6,sep,1,-1,0,unknown,1,0.285
31,management,single,tertiary,no,4718,yes,no,cellular,21,nov,1,-1,0,unknown,1,0.285
60,housemaid,divorced,primary,no,1412,no,no,cellular,22,jul,4,-1,0,unknown,1,0.285
28,management,married,tertiary,no,3589,yes,no,cellular,13,may,1,-1,0,unknown,1,0.285
44,blue-collar,single,secondary,no,276,yes,no,unknown,29,jun,1,411,6,failure,1,0.285
34,technician,single,secondary,no,1866,no,no,cellular,8,may,3,185,1,failure,1,0.2825
39,admin.,married,secondary,no,47,yes,no,cellular,16,aug,2,371,6,failure,1,0.2825
24,student,single,unknown,no,0,no,no,cellular,4,may,2,-1,0,unknown,1,0.2825
36,management,single,tertiary,no,3850,yes,no,cellular,4,may,4,-1,0,unknown,1,0.2825
41,admin.,married,tertiary,no,1536,no,no,cellular,4,may,2,-1,0,unknown,1,0.2825
64,technician,married,tertiary,no,826,no,no,telephone,22,apr,1,-1,0,unknown,1,0.2825
38,technician,single,tertiary,no,1727,no,no,telephone,2,aug,2,185,6,other,1,0.2825
29,admin.,single,secondary,no,488,yes,no,cellular,4,jun,1,-1,0,unknown,1,0.2825
28,admin.,divorced,secondary,no,451,yes,no,cellular,13,may,1,301,1,success,1,0.2825
70,retired,divorced,secondary,no,4572,no,no,cellular,11,oct,2,95,16,failure,1,0.2825
30,management,single,tertiary,no,7788,no,no,cellular,6,aug,4,-1,0,unknown,1,0.2825
77,retired,married,secondary,no,638,no,no,cellular,7,aug,1,-1,0,unknown,1,0.2825
60,retired,married,primary,no,37,no,no,cellular,18,jun,3,-1,0,unknown,1,0.28
26,blue-collar,married,secondary,no,5795,yes,no,cellular,14,may,2,-1,0,unknown,1,0.28
40,services,married,secondary,no,0,yes,no,cellular,2,jun,1,28,3,failure,1,0.28
39,admin.,married,secondary,no,406,no,no,cellular,30,jul,5,-1,0,unknown,1,0.28
43,blue-collar,married,primary,no,3917,no,no,cellular,2,mar,1,-1,0,unknown,1,0.28
28,student,single,secondary,no,1925,no,no,cellular,25,nov,1,97,2,failure,1,0.28
29,unknown,single,secondary,no,923,no,no,cellular,26,may,1,-1,0,unknown,1,0.28
37,management,married,tertiary,no,165,no,no,cellular,24,aug,1,83,1,other,1,0.28
26,admin.,married,secondary,no,1595,no,no,cellular,15,jun,1,105,1,failure,1,0.28
31,technician,married,secondary,no,4182,yes,no,cellular,4,may,2,-1,0,unknown,1,0.28
54,technician,married,secondary,no,899,no,yes,cellular,17,nov,1,145,1,other,1,0.28
32,technician,single,secondary,no,82,no,no,cellular,18,aug,4,-1,0,unknown,1,0.28
37,management,married,tertiary,no,7974,yes,no,cellular,30,oct,5,158,7,other,1,0.28
42,unemployed,single,primary,no,8037,no,no,cellular,5,jun,2,-1,0,unknown,1,0.2797020155938952
48,admin.,single,secondary,no,1253,yes,no,unknown,18,jun,2,-1,0,unknown,1,0.2775
31,services,married,secondary,no,1167,no,no,cellular,3,jul,1,-1,0,unknown,1,0.2775
47,services,divorced,tertiary,no,1639,no,no,cellular,12,jan,1,-1,0,unknown,1,0.2775
56,services,divorced,secondary,no,935,no,no,cellular,2,jun,1,96,3,failure,1,0.2775
31,services,married,secondary,no,132,no,no,cellular,7,jul,1,152,1,other,1,0.2775
34,management,single,tertiary,no,2561,no,no,cellular,29,dec,1,-1,0,unknown,1,0.2775
62,management,married,secondary,no,1128,no,no,cellular,2,sep,1,290,3,other,1,0.2775
45,technician,married,secondary,no,406,yes,no,cellular,3,jun,1,307,10,other,1,0.2775
78,retired,married,primary,no,832,no,no,telephone,11,may,3,-1,0,unknown,1,0.2775
52,technician,married,secondary,no,279,no,yes,cellular,14,jul,3,-1,0,unknown,1,0.2775
37,blue-collar,single,unknown,no,217,no,no,cellular,23,sep,2,-1,0,unknown,1,0.2775
37,unemployed,married,secondary,no,356,no,no,cellular,9,feb,2,216,1,failure,1,0.2775
34,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,4,357,3,success,1,0.275
37,technician,single,secondary,no,267,no,no,cellular,13,may,1,-1,0,unknown,1,0.275
59,management,married,tertiary,no,4606,no,no,telephone,1,sep,2,189,2,failure,1,0.275
50,blue-collar,married,primary,no,12519,yes,no,unknown,18,oct,1,-1,0,unknown,1,0.275
35,housemaid,married,tertiary,no,11219,no,no,cellular,12,aug,2,79,1,failure,1,0.275
31,blue-collar,single,secondary,no,2093,no,no,cellular,7,jul,1,-1,0,unknown,1,0.275
31,management,single,tertiary,no,6495,no,no,cellular,4,may,2,35,3,failure,1,0.275
35,technician,single,secondary,no,1609,yes,no,unknown,30,may,3,-1,0,unknown,1,0.275
20,student,married,unknown,no,292,no,no,cellular,4,may,1,-1,0,unknown,1,0.275
41,blue-collar,single,primary,no,1649,yes,no,unknown,16,may,3,-1,0,unknown,1,0.275
38,technician,single,secondary,no,8381,no,no,cellular,15,apr,1,145,1,failure,1,0.275
82,retired,married,primary,no,103,no,no,cellular,1,sep,1,-1,0,unknown,1,0.275
70,retired,married,primary,no,4982,no,no,cellular,4,may,2,-1,0,unknown,1,0.275
29,management,married,tertiary,no,30,no,no,cellular,30,apr,1,-1,0,unknown,1,0.275
45,technician,married,unknown,no,886,yes,no,cellular,13,oct,2,42,1,failure,1,0.275
59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1,-1,0,unknown,1,0.2725
39,services,married,secondary,no,323,no,no,cellular,3,dec,3,182,3,other,1,0.2725
61,technician,married,secondary,no,1191,no,no,cellular,21,may,4,-1,0,unknown,1,0.2725
59,unemployed,divorced,secondary,no,2026,no,no,cellular,14,aug,3,73,1,failure,1,0.2725
53,blue-collar,married,primary,no,880,no,no,cellular,31,jul,4,-1,0,unknown,1,0.2725
37,management,married,tertiary,no,4044,no,no,cellular,12,aug,4,-1,0,unknown,1,0.2725
70,retired,married,primary,no,579,no,no,cellular,11,feb,2,181,1,failure,1,0.2725
40,services,married,secondary,no,5807,yes,no,unknown,20,jun,1,-1,0,unknown,1,0.2725
37,technician,married,unknown,no,189,no,no,cellular,16,jun,2,-1,0,unknown,1,0.2722020155938952
28,student,single,unknown,no,78,no,no,cellular,4,dec,3,310,2,failure,1,0.27
51,blue-collar,married,primary,no,3185,yes,no,cellular,20,nov,2,-1,0,unknown,1,0.27
54,housemaid,married,unknown,no,0,no,no,cellular,14,apr,5,145,3,other,1,0.27
36,admin.,divorced,secondary,no,437,yes,no,cellular,14,may,2,344,1,success,1,0.27
31,admin.,single,secondary,no,378,no,no,cellular,23,jul,2,-1,0,unknown,1,0.27
30,technician,single,secondary,no,4888,yes,no,cellular,20,nov,2,-1,0,unknown,1,0.27
31,admin.,divorced,secondary,no,2980,no,no,cellular,20,apr,4,292,2,other,1,0.27
63,retired,married,unknown,no,1849,no,no,cellular,1,sep,2,-1,0,unknown,1,0.27
35,technician,married,secondary,no,1092,no,no,cellular,18,may,1,360,1,failure,1,0.27
29,management,single,tertiary,no,21,yes,no,cellular,14,may,4,371,3,failure,1,0.27
60,admin.,divorced,secondary,no,4519,no,no,cellular,2,feb,1,-1,0,unknown,1,0.2675
58,unemployed,married,secondary,no,687,yes,no,cellular,30,apr,2,-1,0,unknown,1,0.2675
27,management,single,tertiary,yes,1414,yes,no,cellular,2,feb,1,-1,0,unknown,1,0.2675
32,blue-collar,single,primary,no,216,yes,no,cellular,7,may,2,351,1,success,1,0.2675
36,management,single,tertiary,no,265,yes,no,cellular,17,apr,1,-1,0,unknown,1,0.2675
34,blue-collar,married,secondary,no,840,yes,no,cellular,12,may,3,-1,0,unknown,1,0.2675
33,management,single,tertiary,no,8514,no,no,cellular,20,aug,1,-1,0,unknown,1,0.2675
36,management,married,tertiary,no,789,yes,yes,cellular,10,jul,1,-1,0,unknown,1,0.2675
54,technician,married,secondary,no,0,no,no,cellular,6,nov,5,192,8,other,1,0.2675
49,technician,married,tertiary,no,523,yes,no,cellular,3,apr,1,31,2,success,1,0.2675
33,unemployed,married,secondary,no,456,no,no,telephone,11,nov,1,-1,0,unknown,1,0.2675
32,admin.,single,tertiary,no,272,yes,no,cellular,7,oct,2,-1,0,unknown,1,0.2675
22,housemaid,single,secondary,no,1796,no,no,cellular,28,jun,3,-1,0,unknown,1,0.2675
57,management,divorced,tertiary,no,2549,no,no,cellular,17,jul,2,-1,0,unknown,1,0.2675
30,management,married,tertiary,no,4948,no,no,cellular,21,aug,2,-1,0,unknown,1,0.2675
41,blue-collar,married,secondary,no,1384,yes,no,cellular,20,apr,4,340,4,success,1,0.2675
33,management,married,tertiary,no,1412,no,no,cellular,6,feb,2,-1,0,unknown,1,0.2675
24,student,single,secondary,no,228,no,no,cellular,2,jun,1,-1,0,unknown,1,0.2675
51,entrepreneur,married,primary,no,1443,no,no,cellular,18,feb,10,-1,0,unknown,1,0.265
27,technician,single,secondary,no,2731,no,no,telephone,16,jun,1,-1,0,unknown,1,0.265
31,management,divorced,tertiary,no,414,no,yes,cellular,16,jul,1,-1,0,unknown,1,0.265
61,admin.,divorced,tertiary,no,89,no,no,cellular,24,nov,2,95,2,other,1,0.265
38,services,single,tertiary,no,5265,no,no,cellular,4,jun,1,-1,0,unknown,1,0.265
34,management,single,tertiary,no,1730,yes,no,cellular,8,oct,2,-1,0,unknown,1,0.265
38,technician,married,secondary,no,318,no,no,cellular,4,feb,1,181,5,failure,1,0.265
33,technician,married,tertiary,no,8023,no,no,cellular,25,feb,1,87,4,failure,1,0.265
46,management,married,tertiary,no,4693,no,yes,cellular,7,aug,1,394,2,failure,1,0.265
31,admin.,single,secondary,no,0,no,no,cellular,17,apr,3,-1,0,unknown,1,0.265
60,retired,married,secondary,no,7038,no,no,telephone,7,oct,4,-1,0,unknown,1,0.265
26,management,single,tertiary,no,1274,yes,no,cellular,1,jun,1,84,1,failure,1,0.265
39,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,aug,3,267,1,other,1,0.265
32,admin.,married,secondary,no,0,yes,no,cellular,30,apr,2,-1,0,unknown,1,0.2625
31,technician,single,secondary,no,1626,no,no,cellular,7,may,2,286,3,failure,1,0.2625
62,housemaid,married,secondary,no,2,no,no,cellular,3,nov,1,-1,0,unknown,1,0.2625
65,retired,married,tertiary,no,162,no,no,cellular,6,aug,3,185,2,failure,1,0.2625
38,services,single,secondary,no,70,yes,no,cellular,15,may,3,-1,0,unknown,1,0.2625
45,management,married,tertiary,no,273,yes,no,cellular,27,feb,2,-1,0,unknown,1,0.2625
67,retired,married,tertiary,no,3810,no,no,cellular,21,oct,1,-1,0,unknown,1,0.2625
31,student,married,tertiary,no,0,no,no,cellular,11,may,2,367,4,other,1,0.26
46,blue-collar,married,primary,no,6150,yes,no,cellular,20,nov,2,-1,0,unknown,1,0.26
61,unemployed,married,primary,no,1,no,no,cellular,25,sep,1,-1,0,unknown,1,0.26
46,retired,divorced,tertiary,no,-48,no,no,cellular,4,aug,4,-1,0,unknown,1,0.26
40,services,divorced,secondary,no,131,yes,no,cellular,14,may,3,-1,0,unknown,1,0.26
46,admin.,married,secondary,no,0,no,no,cellular,5,aug,1,-1,0,unknown,1,0.26
30,technician,single,secondary,no,846,no,no,cellular,2,nov,2,-1,0,unknown,1,0.26
92,retired,married,unknown,no,775,no,no,cellular,22,oct,3,-1,0,unknown,1,0.26
46,technician,married,secondary,no,2045,yes,no,cellular,21,nov,2,-1,0,unknown,1,0.26
33,management,married,tertiary,no,158,no,no,cellular,6,feb,2,-1,0,unknown,1,0.2575
41,self-employed,married,tertiary,no,0,yes,no,telephone,29,apr,3,426,1,other,1,0.2575
55,technician,married,secondary,no,511,yes,no,cellular,1,jun,1,94,2,other,1,0.2575
37,management,married,tertiary,no,3737,no,no,cellular,7,jul,1,-1,0,unknown,1,0.2575
37,services,married,secondary,no,1960,yes,yes,cellular,15,oct,5,-1,0,unknown,1,0.2575
50,management,married,tertiary,no,-94,no,yes,unknown,25,jun,1,-1,0,unknown,1,0.2575
39,admin.,single,tertiary,no,22086,no,no,cellular,4,jun,1,-1,0,unknown,1,0.2575
51,services,married,secondary,no,657,no,no,cellular,3,apr,2,-1,0,unknown,1,0.2575
26,blue-collar,single,secondary,no,535,no,no,cellular,14,aug,1,-1,0,unknown,1,0.2575
50,unemployed,married,tertiary,no,377,no,no,cellular,6,apr,1,319,3,failure,1,0.2575
32,student,single,secondary,no,1102,no,no,telephone,8,oct,1,-1,0,unknown,1,0.255
32,management,single,tertiary,no,19985,no,no,cellular,9,feb,5,-1,0,unknown,1,0.255
34,management,single,tertiary,no,2159,no,no,unknown,18,feb,1,-1,0,unknown,1,0.255
71,retired,married,unknown,no,1741,no,no,cellular,18,aug,1,-1,0,unknown,1,0.255
37,technician,married,secondary,no,6384,yes,yes,cellular,3,jun,1,96,2,failure,1,0.255
36,management,single,tertiary,no,85,no,no,cellular,14,may,1,-1,0,unknown,1,0.255
65,retired,married,tertiary,no,1973,no,no,telephone,21,apr,3,-1,0,unknown,1,0.255
53,blue-collar,married,secondary,no,2531,yes,no,cellular,7,apr,1,-1,0,unknown,1,0.255
42,blue-collar,married,secondary,no,2913,no,no,cellular,3,jun,1,195,1,failure,1,0.255
27,blue-collar,single,primary,no,68,yes,yes,cellular,11,may,5,-1,0,unknown,1,0.255
47,blue-collar,married,primary,no,3067,yes,no,cellular,13,may,2,-1,0,unknown,1,0.255
61,housemaid,single,unknown,no,893,no,no,telephone,2,feb,1,-1,0,unknown,1,0.255
39,services,single,secondary,no,315,yes,no,cellular,15,may,3,-1,0,unknown,1,0.255
75,retired,married,secondary,no,291,no,no,cellular,11,feb,1,183,1,failure,1,0.255
30,technician,single,tertiary,no,2784,no,no,cellular,20,nov,3,-1,0,unknown,1,0.255
34,management,single,tertiary,no,0,no,no,cellular,5,feb,3,-1,0,unknown,1,0.255
36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,3,99,8,failure,1,0.255
25,technician,single,secondary,no,325,no,no,cellular,22,oct,3,-1,0,unknown,1,0.2525
76,retired,married,tertiary,no,0,no,no,telephone,4,feb,3,169,1,failure,1,0.2525
52,services,married,secondary,no,657,no,no,telephone,7,jul,2,460,2,failure,1,0.2525
28,services,single,secondary,no,217,yes,no,cellular,9,feb,3,-1,0,unknown,1,0.2525
36,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,1,70,2,failure,1,0.2525
35,technician,single,tertiary,no,122,no,no,cellular,20,apr,5,328,5,failure,1,0.2525
58,services,divorced,secondary,no,462,no,no,cellular,12,aug,1,-1,0,unknown,1,0.2525
43,management,married,unknown,no,275,no,no,cellular,9,apr,2,339,2,failure,1,0.2525
31,admin.,single,tertiary,no,52,yes,no,cellular,14,oct,1,-1,0,unknown,1,0.2525
43,unemployed,single,primary,no,264,no,no,cellular,4,feb,2,-1,0,unknown,1,0.2525
38,admin.,single,tertiary,no,3954,yes,no,cellular,10,feb,1,182,3,failure,1,0.2525
71,retired,married,primary,no,3230,no,no,cellular,24,may,2,133,3,failure,1,0.2525
42,unemployed,married,tertiary,no,576,no,no,cellular,27,feb,1,-1,0,unknown,1,0.2525
30,services,single,tertiary,no,1788,no,no,cellular,4,aug,1,181,2,failure,1,0.2525
54,technician,divorced,secondary,no,320,no,no,cellular,6,aug,4,-1,0,unknown,1,0.2525
48,unemployed,divorced,secondary,no,201,no,no,cellular,11,aug,1,-1,0,unknown,1,0.2525
25,blue-collar,single,primary,no,4599,no,no,telephone,13,apr,6,-1,0,unknown,1,0.25
38,blue-collar,single,secondary,no,0,no,no,cellular,27,oct,1,75,3,failure,1,0.25
62,retired,married,secondary,no,13,no,no,telephone,28,aug,1,-1,0,unknown,1,0.25
60,self-employed,married,tertiary,no,10861,no,no,cellular,9,nov,1,91,2,failure,1,0.25
29,management,single,tertiary,no,307,yes,no,cellular,2,jun,1,-1,0,unknown,1,0.25
30,blue-collar,married,secondary,no,1,no,yes,cellular,9,jul,1,-1,0,unknown,1,0.25
33,technician,married,tertiary,no,6843,no,no,cellular,20,nov,1,100,10,other,1,0.25
36,blue-collar,married,secondary,no,414,no,no,cellular,3,feb,3,-1,0,unknown,1,0.25
26,technician,single,secondary,no,-266,no,yes,unknown,26,jun,3,-1,0,unknown,1,0.25
33,admin.,married,secondary,no,616,no,no,cellular,6,sep,3,-1,0,unknown,1,0.2475
42,admin.,single,secondary,no,4253,yes,no,cellular,13,may,1,-1,0,unknown,1,0.2475
47,technician,married,secondary,no,3519,no,yes,cellular,28,dec,1,220,1,failure,1,0.2475
30,technician,single,tertiary,no,2325,no,no,cellular,5,apr,3,241,4,other,1,0.2475
40,blue-collar,married,primary,no,-310,yes,yes,cellular,26,may,2,363,5,failure,1,0.2475
31,technician,single,secondary,no,7567,no,no,cellular,14,may,1,276,2,failure,1,0.2475
25,technician,single,tertiary,no,148,no,no,cellular,23,jul,1,-1,0,unknown,1,0.2475
35,admin.,single,tertiary,no,2622,no,no,cellular,15,jul,5,-1,0,unknown,1,0.2475
37,admin.,single,secondary,no,569,yes,yes,unknown,6,may,2,-1,0,unknown,1,0.2475
34,admin.,married,secondary,no,613,yes,no,cellular,4,jun,1,-1,0,unknown,1,0.2475
34,technician,married,secondary,no,390,yes,no,cellular,27,mar,2,231,2,failure,1,0.2475
59,management,single,tertiary,no,705,no,no,cellular,3,feb,4,-1,0,unknown,1,0.2475
24,services,single,secondary,no,1611,yes,no,unknown,28,may,1,-1,0,unknown,1,0.2475
37,management,married,tertiary,no,4174,no,no,cellular,22,apr,5,-1,0,unknown,1,0.2475
77,unknown,married,unknown,no,397,no,no,telephone,7,may,3,-1,0,unknown,1,0.245
47,management,single,tertiary,no,334,yes,no,cellular,26,mar,1,326,8,failure,1,0.245
54,management,single,tertiary,no,2081,no,no,cellular,1,oct,2,108,1,failure,1,0.245
28,technician,single,tertiary,no,676,no,no,cellular,5,feb,2,-1,0,unknown,1,0.245
38,management,married,tertiary,no,106,no,no,cellular,2,feb,1,-1,0,unknown,1,0.245
46,unemployed,married,secondary,no,1040,no,no,telephone,12,aug,1,78,5,failure,1,0.245
30,student,single,tertiary,no,7513,no,no,cellular,11,aug,2,-1,0,unknown,1,0.245
77,retired,married,unknown,no,38,no,no,telephone,3,feb,1,-1,0,unknown,1,0.245
35,management,single,tertiary,no,714,yes,no,cellular,7,apr,2,224,22,failure,1,0.245
38,management,married,tertiary,no,845,no,no,cellular,23,sep,1,-1,0,unknown,1,0.245
53,technician,married,secondary,no,4807,no,no,telephone,19,feb,3,-1,0,unknown,1,0.245
26,admin.,single,tertiary,no,2170,yes,no,cellular,27,apr,1,-1,0,unknown,1,0.245
23,admin.,single,secondary,no,738,yes,no,cellular,15,may,1,-1,0,unknown,1,0.245
70,unknown,married,tertiary,no,353,no,no,cellular,26,oct,2,-1,0,unknown,1,0.245
31,technician,single,unknown,no,187,no,no,cellular,17,jul,1,-1,0,unknown,1,0.245
31,self-employed,single,tertiary,no,120,yes,no,unknown,8,may,2,-1,0,unknown,1,0.245
54,retired,divorced,tertiary,no,3076,no,no,cellular,27,may,2,-1,0,unknown,1,0.245
32,blue-collar,divorced,primary,no,473,yes,no,unknown,7,may,2,-1,0,unknown,1,0.245
48,self-employed,married,secondary,no,1559,no,no,cellular,13,aug,1,190,2,failure,1,0.245
26,entrepreneur,single,tertiary,no,725,no,no,cellular,5,feb,2,189,29,other,1,0.245
34,technician,single,tertiary,no,2733,no,no,cellular,14,jul,1,-1,0,unknown,1,0.2425
68,retired,single,primary,no,363,no,no,cellular,28,jan,1,-1,0,unknown,1,0.2425
49,services,single,secondary,no,308,yes,no,unknown,4,jun,3,-1,0,unknown,1,0.2425
50,management,married,tertiary,no,2635,no,no,cellular,26,may,2,-1,0,unknown,1,0.2425
25,student,single,tertiary,no,326,no,no,cellular,26,may,1,-1,0,unknown,1,0.2425
60,blue-collar,married,primary,no,5,no,no,cellular,29,oct,1,-1,0,unknown,1,0.2425
38,management,married,tertiary,no,0,yes,no,cellular,30,apr,1,-1,0,unknown,1,0.2425
61,retired,married,secondary,no,89,no,no,cellular,28,jan,2,92,3,failure,1,0.2425
29,management,single,tertiary,no,187,yes,no,cellular,28,jan,2,555,2,failure,1,0.2425
25,admin.,single,tertiary,no,1185,no,no,cellular,15,jun,1,-1,0,unknown,1,0.2425
38,technician,married,secondary,no,1,yes,no,cellular,21,nov,5,199,1,success,1,0.2425
31,entrepreneur,single,tertiary,yes,-405,yes,yes,cellular,21,nov,1,100,2,success,1,0.2425
26,student,single,tertiary,no,5741,no,no,cellular,25,may,1,-1,0,unknown,1,0.2425
25,blue-collar,married,secondary,no,4280,no,yes,cellular,8,jul,2,-1,0,unknown,1,0.24
54,blue-collar,single,secondary,no,1633,yes,no,unknown,4,oct,1,-1,0,unknown,1,0.24
44,management,married,tertiary,no,170,no,no,cellular,4,jun,1,-1,0,unknown,1,0.24
46,services,married,secondary,no,244,no,no,cellular,21,aug,2,-1,0,unknown,1,0.24
37,admin.,married,secondary,no,0,yes,no,cellular,2,jun,1,-1,0,unknown,1,0.24
45,management,married,tertiary,no,0,no,no,cellular,11,aug,4,-1,0,unknown,1,0.24
22,student,single,unknown,no,1215,no,no,cellular,19,feb,3,192,1,failure,1,0.24
34,blue-collar,single,unknown,no,484,no,no,cellular,8,oct,1,-1,0,unknown,1,0.24
49,entrepreneur,single,secondary,no,259,no,no,cellular,13,may,1,-1,0,unknown,1,0.24
58,technician,married,tertiary,no,332,no,no,cellular,5,aug,3,-1,0,unknown,1,0.24
26,admin.,single,secondary,no,74,no,yes,cellular,16,jul,2,-1,0,unknown,1,0.24
30,student,single,secondary,no,155,no,no,cellular,3,jun,3,-1,0,unknown,1,0.24
74,retired,married,primary,no,0,no,no,telephone,4,sep,1,-1,0,unknown,1,0.24
40,management,married,tertiary,no,7780,no,no,telephone,4,may,1,355,1,other,1,0.24
28,admin.,single,tertiary,no,832,no,no,telephone,29,mar,3,342,1,failure,1,0.24
31,management,single,tertiary,no,1130,yes,no,cellular,17,apr,3,74,4,failure,1,0.24
33,technician,divorced,secondary,no,4369,yes,no,unknown,21,may,3,-1,0,unknown,1,0.24
42,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,13,-1,0,unknown,1,0.24
