age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,was_contacted_before,xac_suat_dong_y
64,retired,married,tertiary,no,2139,no,no,cellular,13,jan,1,91,2,failure,1,0.6832153944925863
65,retired,married,primary,no,308,no,no,cellular,1,sep,1,0,0,unknown,0,0.6830669249509862
29,unemployed,single,unknown,no,1584,no,no,cellular,6,sep,1,0,0,unknown,0,0.6830318193669465
26,technician,single,tertiary,no,11862,no,no,cellular,13,feb,1,0,0,unknown,0,0.6829660398950089
36,technician,single,secondary,no,144,no,no,cellular,26,may,1,308,2,failure,1,0.6827275470128064
56,retired,married,unknown,no,230,no,no,cellular,8,sep,1,92,2,failure,1,0.6824185927933919
24,self-employed,single,unknown,no,1179,no,no,cellular,26,may,1,105,1,failure,1,0.6821101753173806
38,management,married,tertiary,no,1988,yes,no,cellular,4,jun,1,79,4,other,1,0.6820383520832631
55,admin.,married,secondary,no,139,no,no,cellular,30,apr,1,0,0,unknown,0,0.6819770149141232
41,blue-collar,married,secondary,no,1384,yes,no,cellular,20,apr,4,340,4,success,1,0.6812694702220312
26,student,single,secondary,no,203,no,no,cellular,16,nov,1,196,1,failure,1,0.6811693179624443
34,technician,single,secondary,no,1866,no,no,cellular,8,may,3,185,1,failure,1,0.6811017682125035
38,student,married,unknown,no,0,no,no,cellular,8,jul,1,385,1,failure,1,0.6808127786914792
58,housemaid,married,primary,no,0,no,no,cellular,3,jun,3,79,3,other,1,0.6807461833088487
38,technician,married,tertiary,no,206,no,no,cellular,8,apr,2,0,0,unknown,0,0.6802138227073894
33,management,single,tertiary,no,3143,no,no,cellular,29,jun,2,0,0,unknown,0,0.6800298126368867
40,unemployed,single,tertiary,no,72,no,no,cellular,30,apr,1,0,0,unknown,0,0.6800122114271576
68,retired,married,primary,no,2301,no,no,cellular,14,aug,3,120,1,failure,1,0.679971231535249
33,management,married,tertiary,no,250,no,no,cellular,4,mar,6,0,0,unknown,0,0.6798202255897691
64,housemaid,married,primary,no,768,no,no,cellular,14,jan,1,0,0,unknown,0,0.6794685051651017
59,technician,married,secondary,no,259,no,no,cellular,18,mar,1,0,0,unknown,0,0.6791776752886081
64,technician,married,tertiary,no,826,no,no,telephone,22,apr,1,0,0,unknown,0,0.6791699301539741
26,management,single,tertiary,no,200,no,no,cellular,1,sep,2,0,0,unknown,0,0.6789899523691159
27,unknown,single,tertiary,no,6421,no,no,cellular,18,may,3,110,4,failure,1,0.6787499585871976
20,student,single,secondary,no,1191,no,no,cellular,28,sep,2,228,1,failure,1,0.678705108665676
32,management,married,tertiary,no,927,no,no,cellular,8,oct,1,0,0,unknown,0,0.6786522158742495
32,admin.,single,tertiary,no,8866,no,no,cellular,18,mar,2,0,0,unknown,0,0.6782608873709323
92,retired,married,unknown,no,775,no,no,cellular,22,oct,3,0,0,unknown,0,0.6782549671484759
29,management,married,tertiary,no,30,no,no,cellular,30,apr,1,0,0,unknown,0,0.678217201482835
41,management,married,tertiary,no,27696,no,no,cellular,30,apr,1,0,0,unknown,0,0.678216796784156
25,technician,single,secondary,no,4859,no,no,cellular,12,jan,1,0,0,unknown,0,0.6781775573667241
30,admin.,single,secondary,no,648,no,no,cellular,19,oct,1,0,0,unknown,0,0.6776524915368317
79,retired,married,primary,no,429,no,no,telephone,8,jul,2,0,0,unknown,0,0.6776299953317323
58,entrepreneur,married,secondary,no,496,no,no,cellular,22,apr,1,0,0,unknown,0,0.6770980516489479
75,retired,married,secondary,no,291,no,no,cellular,11,feb,1,183,1,failure,1,0.6769688507057026
40,admin.,married,secondary,no,4775,no,no,cellular,15,sep,1,0,0,unknown,0,0.676526798414316
31,management,single,tertiary,no,6495,no,no,cellular,4,may,2,35,3,failure,1,0.676109345623598
52,management,married,tertiary,no,437,no,no,telephone,12,jun,3,113,1,other,1,0.6758606504582987
56,services,divorced,secondary,no,935,no,no,cellular,2,jun,1,96,3,failure,1,0.6752865103612605
32,blue-collar,married,primary,no,1644,no,no,cellular,7,sep,3,102,5,other,1,0.675226117222361
31,blue-collar,single,unknown,no,6281,no,no,cellular,22,oct,1,128,3,other,1,0.6750260544397004
50,management,divorced,tertiary,no,151,no,no,cellular,9,jun,4,0,0,unknown,0,0.6749403083200883
77,retired,single,primary,no,300,no,no,cellular,9,sep,1,0,0,unknown,0,0.6749061410284178
26,blue-collar,single,secondary,no,5005,no,yes,cellular,3,apr,1,0,0,unknown,0,0.6748230998600403
27,student,single,secondary,no,253,no,no,cellular,25,may,2,0,0,unknown,0,0.6747947174171276
59,admin.,married,secondary,no,2381,no,no,cellular,30,apr,2,0,0,unknown,0,0.6744791017424212
38,blue-collar,single,secondary,no,0,no,no,cellular,30,apr,1,0,0,unknown,0,0.67442019597347
31,management,single,tertiary,no,9629,no,no,cellular,30,mar,1,174,4,failure,1,0.6738766898832624
57,technician,married,secondary,no,3858,no,no,cellular,27,mar,1,0,0,unknown,0,0.6738214448985781
42,services,married,tertiary,no,4216,no,no,cellular,12,jun,2,0,0,unknown,0,0.6736882581182723
78,retired,married,primary,no,832,no,no,telephone,11,may,3,0,0,unknown,0,0.6729902237388871
31,services,married,secondary,no,132,no,no,cellular,7,jul,1,152,1,other,1,0.6728095298413638
49,technician,married,tertiary,no,1071,no,no,cellular,17,jun,1,0,0,unknown,0,0.6727319417063009
36,self-employed,married,tertiary,no,506,no,no,cellular,25,aug,1,120,1,failure,1,0.6726816313605412
26,technician,single,tertiary,no,15161,no,no,cellular,2,feb,1,0,0,unknown,0,0.6726389864793018
21,student,single,secondary,no,216,no,no,cellular,5,aug,1,0,0,unknown,0,0.6724717439717867
33,management,single,tertiary,no,9317,no,no,cellular,26,may,1,205,3,failure,1,0.6723984982740829
63,management,married,tertiary,no,5112,no,no,telephone,10,aug,3,0,0,unknown,0,0.6720692155285222
38,admin.,single,secondary,no,2470,no,no,telephone,31,oct,1,0,0,unknown,0,0.6717171074121273
49,blue-collar,married,secondary,no,2159,no,no,cellular,17,apr,1,0,0,unknown,0,0.6715362521351538
54,housemaid,married,unknown,no,0,no,no,cellular,14,apr,5,145,3,other,1,0.6711520085782481
29,blue-collar,married,secondary,no,15,no,no,cellular,3,jun,1,0,0,unknown,0,0.6710595004768628
71,retired,married,unknown,no,1741,no,no,cellular,18,aug,1,0,0,unknown,0,0.6710086361337723
45,management,married,secondary,no,2897,no,no,cellular,2,jul,2,88,5,failure,1,0.6710042628691183
76,retired,married,secondary,no,820,no,no,telephone,23,apr,4,0,0,unknown,0,0.670571159420923
38,technician,married,secondary,no,4539,no,no,cellular,16,sep,1,0,0,unknown,0,0.6704479477884285
59,management,married,secondary,no,111,no,no,telephone,8,jul,2,381,3,failure,1,0.6702672408601186
27,management,married,tertiary,no,802,no,no,cellular,22,sep,1,0,0,unknown,0,0.6701602377991924
23,student,single,secondary,no,922,no,no,cellular,25,nov,1,85,8,failure,1,0.6696085508357689
77,retired,married,tertiary,no,699,no,no,cellular,13,aug,2,0,0,unknown,0,0.6691047768469318
33,management,single,tertiary,no,307,no,no,cellular,23,jul,6,179,4,failure,1,0.6685185285819703
54,retired,single,primary,no,466,no,no,cellular,5,jun,2,0,0,unknown,0,0.6684673017113393
58,management,married,secondary,no,-382,no,no,telephone,5,feb,4,189,12,success,1,0.6684525981624125
25,self-employed,single,unknown,no,1179,no,no,cellular,24,may,2,95,5,failure,1,0.6684267759535156
52,admin.,married,secondary,no,0,no,no,cellular,22,apr,2,275,1,failure,1,0.6682398996892026
59,retired,married,tertiary,no,1425,no,no,cellular,26,oct,2,77,3,failure,1,0.6681036089792879
28,services,single,tertiary,no,128,no,no,cellular,27,may,1,414,1,failure,1,0.6680327785734721
43,management,married,unknown,no,275,no,no,cellular,9,apr,2,339,2,failure,1,0.6678306623946533
55,self-employed,married,secondary,no,2408,no,no,telephone,9,apr,2,140,1,failure,1,0.6677313606656371
35,management,single,tertiary,no,612,no,no,cellular,11,nov,1,195,1,failure,1,0.6675742479605569
30,technician,single,tertiary,no,655,no,no,cellular,6,oct,2,0,0,unknown,0,0.6675547953586941
26,student,single,secondary,no,279,no,no,cellular,7,may,3,0,0,unknown,0,0.6674543476430863
46,management,married,tertiary,no,11385,no,no,cellular,24,mar,3,0,0,unknown,0,0.6674100103895805
22,student,single,unknown,no,1215,no,no,cellular,19,feb,3,192,1,failure,1,0.6672735091645573
70,management,married,tertiary,no,13297,no,no,cellular,2,feb,2,0,0,unknown,0,0.6670252149868504
35,management,married,tertiary,no,93,no,no,cellular,4,may,2,88,1,other,1,0.6670059355139466
21,student,single,secondary,no,164,no,no,cellular,19,feb,5,0,0,unknown,0,0.6669429542819648
22,student,single,secondary,no,2139,no,no,cellular,17,mar,8,0,0,unknown,0,0.6668939184149789
77,retired,married,secondary,no,610,no,no,cellular,13,aug,3,0,0,unknown,0,0.66575856253436
18,student,single,unknown,no,348,no,no,cellular,5,may,4,0,0,unknown,0,0.6655070035501537
28,student,single,secondary,no,1925,no,no,cellular,25,nov,1,97,2,failure,1,0.6652606142039255
70,technician,married,secondary,no,3020,no,no,telephone,30,apr,1,0,0,unknown,0,0.6650406292721255
80,retired,divorced,primary,no,5861,no,no,telephone,26,apr,8,0,0,unknown,0,0.6650077339056186
60,technician,married,primary,no,2301,no,no,cellular,28,apr,2,0,0,unknown,0,0.6649366891739308
36,technician,married,secondary,no,4613,no,no,cellular,2,apr,1,134,2,failure,1,0.6646198782669375
29,management,single,tertiary,no,92,no,no,cellular,2,mar,5,0,0,unknown,0,0.6642981934366797
36,self-employed,married,secondary,no,188,yes,yes,cellular,4,may,3,333,2,success,1,0.6642337127310283
27,management,single,tertiary,no,497,no,no,cellular,5,feb,1,0,0,unknown,0,0.663633052701248
28,student,single,secondary,no,293,no,no,cellular,15,may,3,0,0,unknown,0,0.6635269265724913
28,student,single,secondary,no,689,no,no,cellular,2,feb,1,0,0,unknown,0,0.6633932085081071
27,management,single,unknown,no,3196,no,no,cellular,9,feb,2,0,0,unknown,0,0.6633705279354946
37,services,single,secondary,no,1045,no,no,cellular,17,mar,2,41,1,failure,1,0.663051616128429
27,technician,single,secondary,no,1235,no,no,cellular,3,feb,1,0,0,unknown,0,0.6629770028905326
26,management,single,tertiary,no,1837,no,no,cellular,3,feb,2,0,0,unknown,0,0.6629439749632458
36,admin.,single,tertiary,no,980,no,no,cellular,1,feb,2,95,2,failure,1,0.6629167013764657
32,student,single,unknown,no,2321,no,no,cellular,30,mar,2,0,0,unknown,0,0.6626574653656173
29,management,single,tertiary,no,7578,no,no,cellular,22,may,3,0,0,unknown,0,0.6624103632953741
52,management,married,unknown,no,1708,no,no,telephone,23,jun,1,145,3,failure,1,0.6621323708337133
36,admin.,married,tertiary,no,0,no,no,cellular,25,nov,1,205,2,other,1,0.6610197107000774
76,retired,married,primary,no,163,no,no,telephone,13,oct,1,0,0,unknown,0,0.6603199452430671
32,management,single,tertiary,no,12607,no,no,cellular,14,aug,5,84,1,failure,1,0.6602513413511854
26,admin.,married,tertiary,no,319,no,no,cellular,15,oct,1,0,0,unknown,0,0.6600315049873374
60,self-employed,married,tertiary,no,10861,no,no,cellular,9,nov,1,91,2,failure,1,0.6598635222724906
63,retired,married,unknown,no,1849,no,no,cellular,1,sep,2,0,0,unknown,0,0.6596890167406276
46,unknown,married,tertiary,no,8564,no,no,cellular,2,aug,2,342,1,failure,1,0.6594231800479605
36,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,1,70,2,failure,1,0.659421267688746
39,services,married,secondary,no,20928,no,no,cellular,14,may,1,352,1,other,1,0.6585156642245427
28,student,single,secondary,no,196,no,no,cellular,2,jul,3,0,0,unknown,0,0.6585140960420857
34,admin.,married,tertiary,no,10,no,no,cellular,21,aug,1,91,1,failure,1,0.6570930492484396
52,technician,married,secondary,no,196,yes,yes,cellular,27,may,2,99,1,success,1,0.6569297116558827
62,retired,married,secondary,no,3,no,no,cellular,4,aug,1,0,0,unknown,0,0.6564843792470362
29,unknown,single,secondary,no,923,no,no,cellular,26,may,1,0,0,unknown,0,0.6564254656027753
42,unemployed,single,primary,no,8037,no,no,cellular,5,jun,2,0,0,unknown,0,0.6561147662920898
65,retired,married,tertiary,no,162,no,no,cellular,2,feb,2,0,0,unknown,0,0.656047973002893
37,management,single,tertiary,no,254,no,no,cellular,19,oct,1,0,0,unknown,0,0.6557845390271454
27,management,married,tertiary,no,893,no,no,cellular,16,oct,2,0,0,unknown,0,0.655715924069372
38,technician,single,tertiary,no,1727,no,no,telephone,2,aug,2,185,6,other,1,0.6556951710178897
36,management,divorced,tertiary,no,1057,no,no,cellular,19,jul,2,164,2,failure,1,0.655580247521804
32,technician,married,secondary,no,484,yes,no,cellular,15,feb,6,187,3,success,1,0.6555444520986431
74,retired,married,tertiary,no,20422,no,no,cellular,12,aug,2,0,0,unknown,0,0.6548094482163742
27,admin.,single,secondary,no,424,no,no,cellular,5,feb,4,189,13,other,1,0.6547081758720068
34,management,single,tertiary,no,268,no,no,cellular,7,sep,1,0,0,unknown,0,0.6545845509206477
37,unemployed,married,secondary,no,356,no,no,cellular,9,feb,2,216,1,failure,1,0.6544560150725212
25,admin.,single,tertiary,no,220,no,no,cellular,26,may,1,0,0,unknown,0,0.6542062998773431
31,technician,single,secondary,no,1626,no,no,cellular,7,may,2,286,3,failure,1,0.6541152924404225
28,technician,single,tertiary,no,676,no,no,cellular,5,feb,2,0,0,unknown,0,0.6540592959721849
26,admin.,single,secondary,no,125,no,no,cellular,6,oct,1,63,7,failure,1,0.6539476422945895
38,technician,single,secondary,no,1211,yes,no,cellular,14,may,1,358,1,success,1,0.653357292383381
36,self-employed,married,tertiary,no,980,no,no,cellular,24,sep,2,53,8,failure,1,0.6529801446196605
49,admin.,single,tertiary,no,228,yes,no,cellular,2,mar,1,0,0,unknown,0,0.6528201203645658
27,self-employed,single,secondary,no,923,no,no,cellular,5,feb,1,0,0,unknown,0,0.6524200138540174
65,retired,married,secondary,no,23421,no,no,cellular,2,feb,1,0,0,unknown,0,0.6524003250614138
26,technician,single,tertiary,no,515,no,no,cellular,31,may,1,0,0,unknown,0,0.6523161077447736
35,services,single,secondary,no,1701,yes,no,cellular,15,jun,1,67,3,other,1,0.6521106343057833
50,unemployed,married,tertiary,no,377,no,no,cellular,6,apr,1,319,3,failure,1,0.6521006761847995
53,services,married,secondary,no,341,no,no,cellular,30,apr,2,0,0,unknown,0,0.6519491089028999
82,retired,married,primary,no,103,no,no,cellular,1,sep,1,0,0,unknown,0,0.6517598152976289
38,housemaid,divorced,tertiary,no,4312,no,no,cellular,15,may,4,175,6,failure,1,0.651434689806629
64,retired,married,secondary,no,504,no,no,cellular,11,aug,1,14,3,other,1,0.6514248510478428
50,technician,married,secondary,no,402,no,no,cellular,4,may,1,180,2,failure,1,0.6513179481786504
59,management,divorced,tertiary,no,258,yes,no,telephone,29,oct,1,0,0,unknown,0,0.6510978612402618
28,admin.,single,tertiary,no,832,no,no,telephone,29,mar,3,342,1,failure,1,0.6510608026046303
51,services,married,secondary,no,657,no,no,cellular,3,apr,2,0,0,unknown,0,0.6509950319905784
38,technician,married,secondary,no,318,no,no,cellular,4,feb,1,181,5,failure,1,0.6504184254130649
33,admin.,single,secondary,no,206,yes,no,cellular,15,mar,2,0,0,unknown,0,0.6503938676456141
34,technician,single,secondary,no,1313,no,no,cellular,12,aug,1,21,6,failure,1,0.6501191440668453
26,services,single,tertiary,no,2803,no,no,cellular,3,feb,7,0,0,unknown,0,0.6501005210316321
66,admin.,divorced,secondary,no,220,no,no,cellular,28,aug,1,0,0,unknown,0,0.6500479795647303
75,retired,married,primary,no,358,no,no,cellular,17,feb,11,0,0,unknown,0,0.6500197955004089
29,technician,single,tertiary,no,323,no,no,cellular,3,feb,1,0,0,unknown,0,0.6497090426293671
35,technician,married,secondary,no,1092,no,no,cellular,18,may,1,360,1,failure,1,0.6496181469582212
36,blue-collar,married,secondary,no,1828,yes,no,telephone,17,oct,1,0,0,unknown,0,0.6494218010132441
37,technician,married,tertiary,no,88,no,no,cellular,6,may,1,90,3,other,1,0.6491214140719894
29,services,single,secondary,no,612,no,no,cellular,5,feb,1,198,5,other,1,0.6490391060103348
38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,3,90,1,success,1,0.6488381078566451
22,management,single,tertiary,no,104,no,yes,cellular,16,apr,3,0,0,unknown,0,0.6487280106040296
42,technician,married,secondary,no,1539,no,no,cellular,19,jun,5,211,2,failure,1,0.6486776572684447
30,services,single,tertiary,no,1788,no,no,cellular,4,aug,1,181,2,failure,1,0.6486664368291553
26,management,single,tertiary,no,212,no,no,cellular,2,feb,1,0,0,unknown,0,0.6486222023558139
25,self-employed,single,tertiary,no,42,yes,no,cellular,3,mar,1,0,0,unknown,0,0.6483565557282166
59,unemployed,divorced,secondary,no,2026,no,no,cellular,14,aug,3,73,1,failure,1,0.6478989035824951
50,management,married,tertiary,no,8205,yes,no,telephone,25,oct,3,508,1,other,1,0.6474706325122771
76,retired,married,primary,no,3324,no,no,cellular,13,aug,2,192,1,failure,1,0.6467070566518254
51,admin.,single,secondary,no,726,yes,no,cellular,11,may,1,14,8,success,1,0.6466886359598141
70,retired,divorced,secondary,no,4572,no,no,cellular,11,oct,2,95,16,failure,1,0.6464465861991852
59,management,married,tertiary,no,4606,no,no,telephone,1,sep,2,189,2,failure,1,0.6463367447175536
46,unemployed,married,secondary,no,1040,no,no,telephone,12,aug,1,78,5,failure,1,0.6460262647456613
61,technician,married,tertiary,no,0,no,no,cellular,3,apr,1,0,0,unknown,0,0.6459650296084753
54,technician,married,secondary,no,65,no,no,cellular,24,feb,1,91,3,failure,1,0.6458585097242782
31,technician,single,secondary,no,2460,no,no,cellular,1,oct,1,0,0,unknown,0,0.6455584353166443
34,technician,married,secondary,no,0,yes,no,cellular,5,aug,2,2,3,success,1,0.6455258221485493
28,services,single,secondary,no,1950,no,no,cellular,9,jul,1,0,0,unknown,0,0.6454227854472253
28,admin.,single,secondary,no,659,no,no,cellular,9,feb,2,0,0,unknown,0,0.6453432599810273
55,technician,married,secondary,no,0,yes,yes,cellular,1,jun,1,91,1,success,1,0.6452992481374311
28,student,single,secondary,no,2351,no,no,telephone,22,oct,1,0,0,unknown,0,0.6451102024874034
32,blue-collar,single,primary,no,216,yes,no,cellular,7,may,2,351,1,success,1,0.6449288567154984
37,unknown,single,tertiary,no,0,no,no,cellular,3,mar,1,0,0,unknown,0,0.6448897208950625
19,student,single,primary,no,103,no,no,cellular,10,jul,2,0,0,unknown,0,0.6448572378086951
26,admin.,married,tertiary,no,2855,no,no,cellular,30,mar,3,0,0,unknown,0,0.6447337384901702
79,retired,married,secondary,no,4738,no,no,telephone,9,jul,5,0,0,unknown,0,0.6445854934921061
76,retired,married,primary,no,2590,no,no,telephone,9,feb,12,0,0,unknown,0,0.6442985288222612
28,management,single,tertiary,no,9314,no,no,cellular,2,jul,2,0,0,unknown,0,0.6441863102866965
66,retired,married,primary,no,3629,no,no,cellular,2,feb,1,172,2,other,1,0.6438741679766339
21,technician,single,unknown,no,360,no,no,cellular,26,may,2,0,0,unknown,0,0.6436013918592249
56,services,divorced,secondary,no,935,no,no,cellular,26,feb,1,227,2,failure,1,0.6436000922421428
35,management,married,tertiary,no,1041,no,no,cellular,18,nov,1,120,3,other,1,0.6435537240851943
44,management,married,tertiary,no,430,no,no,cellular,7,may,2,171,2,failure,1,0.6422656742737787
37,unemployed,married,tertiary,no,7620,no,no,telephone,31,aug,3,98,3,failure,1,0.6421384038960926
52,services,married,secondary,no,992,yes,no,cellular,27,oct,1,515,1,failure,1,0.6418528451131307
26,services,single,secondary,no,1445,no,no,telephone,23,oct,1,0,0,unknown,0,0.6413527103123863
59,technician,married,secondary,no,7766,yes,no,cellular,25,feb,1,461,1,failure,1,0.6410042214544756
37,management,married,tertiary,no,4174,no,no,cellular,22,apr,5,0,0,unknown,0,0.6406024215366305
62,management,married,tertiary,no,0,no,no,cellular,3,sep,1,0,0,unknown,0,0.6404609748708929
58,retired,married,secondary,no,1227,no,no,cellular,14,aug,2,37,2,failure,1,0.6402785169276928
33,technician,married,tertiary,no,6843,no,no,cellular,20,nov,1,100,10,other,1,0.6401970525890754
62,management,married,tertiary,no,10373,no,no,cellular,12,aug,3,0,0,unknown,0,0.6401340656374386
49,technician,single,secondary,no,9131,yes,no,cellular,18,aug,1,461,5,failure,1,0.6400865675906013
26,management,single,tertiary,no,8303,no,no,cellular,8,jul,2,0,0,unknown,0,0.6400189256622592
52,services,married,secondary,no,657,no,no,telephone,7,jul,2,460,2,failure,1,0.6400131968926338
34,management,single,tertiary,no,549,no,no,cellular,6,oct,2,0,0,unknown,0,0.6397155202663825
42,management,married,tertiary,no,2463,no,no,cellular,26,oct,2,0,0,unknown,0,0.6396836137379882
26,student,single,secondary,no,1346,no,no,cellular,29,jan,2,0,0,unknown,0,0.6396657655817585
35,technician,married,tertiary,no,8029,yes,no,cellular,26,may,1,285,4,success,1,0.6391729069325561
29,self-employed,single,tertiary,no,300,no,no,cellular,3,feb,1,0,0,unknown,0,0.6391183540931755
41,admin.,divorced,secondary,no,1076,yes,no,cellular,3,jun,2,391,2,other,1,0.6389849178927759
58,retired,divorced,tertiary,no,5253,no,no,cellular,9,apr,4,295,3,failure,1,0.6388901583499654
22,housemaid,single,secondary,no,1796,no,no,cellular,28,jun,3,0,0,unknown,0,0.6387350399072956
33,management,single,tertiary,no,5437,no,no,cellular,2,feb,1,0,0,unknown,0,0.6386723143853906
33,blue-collar,single,secondary,no,1925,yes,no,cellular,2,mar,2,0,0,unknown,0,0.6385758755503265
26,management,single,tertiary,no,390,no,no,cellular,7,aug,1,0,0,unknown,0,0.6377351837967155
29,student,single,unknown,no,145,no,no,cellular,14,aug,1,0,0,unknown,0,0.6376096568455187
36,management,single,unknown,no,62,no,no,cellular,13,apr,2,0,0,unknown,0,0.6372324969154767
64,management,married,tertiary,no,6251,no,no,telephone,5,feb,7,0,0,unknown,0,0.6371333221776624
37,technician,married,unknown,no,189,no,no,cellular,16,jun,2,0,0,unknown,0,0.6370372360276885
27,management,single,tertiary,no,317,no,no,cellular,9,feb,3,0,0,unknown,0,0.6369592762085624
26,admin.,single,tertiary,no,3730,yes,no,cellular,11,mar,1,98,4,other,1,0.6364342483208659
38,management,married,tertiary,no,845,no,no,cellular,23,sep,1,0,0,unknown,0,0.6362307688930651
35,management,married,tertiary,no,62,no,no,cellular,8,feb,2,185,2,failure,1,0.6361889818956227
35,self-employed,married,tertiary,no,980,no,no,cellular,2,aug,2,336,6,failure,1,0.6358227685569929
30,technician,married,tertiary,no,239,no,no,telephone,20,oct,1,0,0,unknown,0,0.6349370174385573
26,blue-collar,single,secondary,no,535,no,no,cellular,14,aug,1,0,0,unknown,0,0.6346462088453017
39,admin.,married,secondary,no,168,no,no,cellular,6,oct,1,0,0,unknown,0,0.6345585394150479
26,management,single,secondary,no,651,no,yes,cellular,5,mar,1,0,0,unknown,0,0.6341666418838979
30,management,married,tertiary,no,196,no,no,cellular,20,nov,1,101,4,other,1,0.6340034307788405
83,retired,married,primary,no,425,no,no,telephone,22,jun,1,140,1,failure,1,0.6339390810976927
60,admin.,divorced,secondary,no,4519,no,no,cellular,2,feb,1,0,0,unknown,0,0.6337403313671962
77,retired,married,primary,no,121,no,no,telephone,7,oct,1,0,0,unknown,0,0.6329346203065495
43,management,divorced,tertiary,no,2251,no,no,cellular,7,sep,5,0,0,unknown,0,0.6329294536985499
65,retired,married,tertiary,no,162,no,no,cellular,6,aug,3,185,2,failure,1,0.6328420399413932
63,retired,married,unknown,no,538,no,no,cellular,11,aug,2,0,0,unknown,0,0.6323299248271347
28,student,single,unknown,no,78,no,no,cellular,4,dec,3,310,2,failure,1,0.6322959864236875
29,management,single,tertiary,no,572,yes,no,telephone,8,may,6,181,1,success,1,0.6319433069644099
35,management,single,tertiary,no,2707,no,no,cellular,5,feb,1,0,0,unknown,0,0.6319072983574738
27,student,single,tertiary,no,5291,no,no,cellular,12,aug,2,0,0,unknown,0,0.6318972472958632
45,entrepreneur,single,primary,no,0,no,no,cellular,7,apr,1,0,0,unknown,0,0.6314873911816852
31,technician,married,unknown,no,14533,no,no,cellular,16,jun,2,0,0,unknown,0,0.6306638952789393
26,student,single,secondary,no,782,no,no,cellular,29,jan,1,0,0,unknown,0,0.6305354708540529
43,blue-collar,married,primary,no,3917,no,no,cellular,2,mar,1,0,0,unknown,0,0.6305330222400801
80,retired,married,unknown,no,355,no,no,telephone,10,aug,1,0,0,unknown,0,0.6298349033773855
34,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,4,357,3,success,1,0.629093393408023
38,management,married,secondary,no,341,no,no,cellular,15,may,3,346,2,failure,1,0.6287416447330217
26,technician,single,tertiary,no,4130,no,no,cellular,28,jan,2,0,0,unknown,0,0.6287064638209725
49,blue-collar,divorced,primary,no,24,yes,no,cellular,11,may,1,362,1,success,1,0.6286898365680925
31,services,single,tertiary,no,2332,no,no,cellular,17,feb,1,0,0,unknown,0,0.6286324599882341
21,student,single,secondary,no,557,no,no,cellular,31,aug,2,0,0,unknown,0,0.6285843344242399
24,management,single,tertiary,no,172,no,no,cellular,3,jul,2,0,0,unknown,0,0.6285758539122888
24,student,single,secondary,no,2,no,no,cellular,15,may,1,0,0,unknown,0,0.6282672274879605
34,management,single,tertiary,no,275,no,no,cellular,2,aug,2,455,23,other,1,0.6279927043762366
35,technician,single,tertiary,no,122,no,no,cellular,20,apr,5,328,5,failure,1,0.6278283871635983
34,unemployed,single,unknown,no,517,no,no,cellular,6,sep,3,0,0,unknown,0,0.6276774919469928
27,services,single,secondary,no,795,no,no,cellular,6,feb,3,0,0,unknown,0,0.6274854537651355
61,admin.,divorced,tertiary,no,89,no,no,cellular,24,nov,2,95,2,other,1,0.6273659105334857
26,management,single,tertiary,no,2725,no,no,cellular,28,jan,1,0,0,unknown,0,0.6273131470232549
58,retired,married,primary,no,2969,no,no,telephone,30,apr,1,0,0,unknown,0,0.6272952323560235
24,blue-collar,single,secondary,no,9883,no,no,cellular,8,jul,5,0,0,unknown,0,0.6272872654253425
31,admin.,single,secondary,no,0,no,no,cellular,17,apr,3,0,0,unknown,0,0.6271924634469882
34,services,married,secondary,no,703,no,no,cellular,17,apr,2,150,2,failure,1,0.6271180046965026
54,management,divorced,tertiary,no,2037,no,no,cellular,2,feb,1,0,0,unknown,0,0.6268829855636863
36,management,single,tertiary,no,1876,no,no,cellular,4,may,1,0,0,unknown,0,0.6268094225993174
43,management,single,tertiary,no,146,no,no,cellular,21,nov,1,113,5,other,1,0.6259825761026726
40,management,married,tertiary,no,5142,no,no,cellular,13,jan,2,224,1,failure,1,0.6258894452923683
60,retired,divorced,secondary,no,4243,no,no,cellular,30,oct,2,0,0,unknown,0,0.6249338118881401
61,retired,married,secondary,no,479,no,no,cellular,22,jul,5,0,0,unknown,0,0.6249007554413306
37,entrepreneur,married,tertiary,no,189,no,no,cellular,2,jun,2,0,0,unknown,0,0.6248204518586215
29,blue-collar,married,secondary,no,3310,no,no,cellular,1,sep,1,91,4,failure,1,0.624735255904318
27,blue-collar,single,primary,no,540,no,no,cellular,6,feb,1,0,0,unknown,0,0.6246079925784802
31,admin.,single,secondary,no,690,no,no,cellular,4,may,4,87,12,failure,1,0.6245716816135901
40,technician,single,secondary,no,572,no,no,cellular,20,nov,1,91,2,failure,1,0.6244000577806258
77,retired,married,tertiary,no,0,no,no,cellular,27,sep,4,0,0,unknown,0,0.624039401159054
32,student,single,secondary,no,1102,no,no,telephone,8,oct,1,0,0,unknown,0,0.6239901849713846
28,management,single,tertiary,yes,1414,yes,no,cellular,8,jul,1,521,1,failure,1,0.6236262385534989
47,blue-collar,married,secondary,no,3715,no,no,cellular,12,feb,2,182,4,other,1,0.6234635545838297
